Model,DPO4034,x
Firmware Version,2.1,x
,,x
Point Format,Y,x
Horizontal Units,S,x
Horizontal Scale,0.0002,x
Sample Interval,2.00E-07,x
Record Length,10000,x
Probe Attenuation,10,10
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,2,2
Label,,
TIME,CH1,CH2
-5.01E-04,4.69094,4.86219
-5.01E-04,4.68688,4.86656
-5.01E-04,4.69594,4.87719
-5.01E-04,4.69,4.86594
-5.00E-04,4.69844,4.87656
-5.00E-04,4.70156,4.86781
-5.00E-04,4.69844,4.87
-5.00E-04,4.69875,4.86406
-5.00E-04,4.69656,4.8725
-4.99E-04,4.70594,4.86688
-4.99E-04,4.70937,4.805
-4.99E-04,4.68375,4.9475
-4.99E-04,4.705,4.82594
-4.99E-04,4.695,4.85781
-4.98E-04,4.70187,4.87656
-4.98E-04,4.70219,4.83875
-4.98E-04,4.67938,4.86063
-4.98E-04,4.68656,4.865
-4.98E-04,4.70187,4.86781
-4.97E-04,4.70469,4.8625
-4.97E-04,4.70406,4.85844
-4.97E-04,4.69781,4.865
-4.97E-04,4.68812,4.87188
-4.97E-04,4.70625,4.86188
-4.96E-04,4.6925,4.86469
-4.96E-04,4.69437,4.87156
-4.96E-04,4.70156,4.86438
-4.96E-04,4.69406,4.86781
-4.96E-04,4.69125,4.86469
-4.95E-04,4.695,4.86656
-4.95E-04,4.70531,4.85375
-4.95E-04,4.705,4.87031
-4.95E-04,4.70531,4.86094
-4.95E-04,4.70156,4.86625
-4.94E-04,4.70031,4.86563
-4.94E-04,4.68844,4.86844
-4.94E-04,4.69906,4.86156
-4.94E-04,4.69781,4.85438
-4.94E-04,4.7,4.85375
-4.93E-04,4.68875,4.86031
-4.93E-04,4.68375,4.85031
-4.93E-04,4.69469,4.81969
-4.93E-04,4.69562,4.91031
-4.93E-04,4.69094,4.86625
-4.92E-04,4.6975,4.85625
-4.92E-04,4.69937,4.85531
-4.92E-04,4.69937,4.86719
-4.92E-04,4.68938,4.86625
-4.92E-04,4.70406,4.87063
-4.91E-04,4.69781,4.86937
-4.91E-04,4.69313,4.86156
-4.91E-04,4.70031,4.87344
-4.91E-04,4.69125,4.87344
-4.91E-04,4.69031,4.86344
-4.90E-04,4.685,4.86969
-4.90E-04,4.68562,4.86563
-4.90E-04,4.69813,4.87281
-4.90E-04,4.68719,4.95094
-4.90E-04,4.69844,4.76469
-4.89E-04,4.69656,4.88344
-4.89E-04,4.69625,4.87781
-4.89E-04,4.6925,4.85219
-4.89E-04,4.70406,4.87531
-4.89E-04,4.695,4.8575
-4.88E-04,4.69594,4.85844
-4.88E-04,4.70406,4.86844
-4.88E-04,4.69781,4.86281
-4.88E-04,4.69,4.86156
-4.88E-04,4.68938,4.86313
-4.87E-04,4.69437,4.85875
-4.87E-04,4.69031,4.87031
-4.87E-04,4.68719,4.85531
-4.87E-04,4.68844,4.86156
-4.87E-04,4.70469,4.85219
-4.86E-04,4.69281,4.85594
-4.86E-04,4.7,4.85469
-4.86E-04,4.69156,4.86719
-4.86E-04,4.68688,4.87063
-4.86E-04,4.68906,4.85719
-4.85E-04,4.68594,4.85781
-4.85E-04,4.68812,4.86281
-4.85E-04,4.69781,4.87031
-4.85E-04,4.69906,4.87094
-4.85E-04,4.69625,4.87438
-4.84E-04,4.70187,4.86281
-4.84E-04,4.69594,4.865
-4.84E-04,4.69562,4.86156
-4.84E-04,4.68969,4.85781
-4.84E-04,4.6875,4.83281
-4.83E-04,4.68812,4.88938
-4.83E-04,4.70156,4.86656
-4.83E-04,4.68938,4.85219
-4.83E-04,4.69344,4.86781
-4.83E-04,4.69375,4.87063
-4.82E-04,4.69062,4.87
-4.82E-04,4.695,4.87063
-4.82E-04,4.69625,4.8625
-4.82E-04,4.69531,4.87312
-4.82E-04,4.69062,4.87188
-4.81E-04,4.69125,4.87281
-4.81E-04,4.69969,4.86656
-4.81E-04,4.68656,4.86188
-4.81E-04,4.69219,4.86656
-4.81E-04,4.69,4.85719
-4.80E-04,4.70281,4.91906
-4.80E-04,4.69281,4.77719
-4.80E-04,4.70219,4.88531
-4.80E-04,4.68812,4.83812
-4.80E-04,4.68344,4.8625
-4.79E-04,4.69531,4.86969
-4.79E-04,4.6975,4.8475
-4.79E-04,4.69094,4.85594
-4.79E-04,4.70063,4.8475
-4.79E-04,4.69906,4.85188
-4.78E-04,4.70438,4.86
-4.78E-04,4.69719,4.85594
-4.78E-04,4.7025,4.8675
-4.78E-04,4.70094,4.85781
-4.78E-04,4.6925,4.8525
-4.77E-04,4.69344,4.86438
-4.77E-04,4.68938,4.85844
-4.77E-04,4.69531,4.86219
-4.77E-04,4.70656,4.84719
-4.77E-04,4.71,4.85344
-4.76E-04,4.69125,4.85656
-4.76E-04,4.7075,4.86313
-4.76E-04,4.69125,4.85969
-4.76E-04,4.68781,4.85688
-4.76E-04,4.69469,4.86625
-4.75E-04,4.68063,4.86813
-4.75E-04,4.69844,4.86594
-4.75E-04,4.70125,4.8675
-4.75E-04,4.69531,4.85594
-4.75E-04,4.70438,4.86219
-4.74E-04,4.70094,4.81531
-4.74E-04,4.69094,4.90344
-4.74E-04,4.69031,4.89313
-4.74E-04,4.69313,4.85875
-4.74E-04,4.68781,4.86469
-4.73E-04,4.68625,4.86125
-4.73E-04,4.68875,4.85906
-4.73E-04,4.6925,4.86188
-4.73E-04,4.69437,4.85594
-4.73E-04,4.69875,4.8575
-4.72E-04,4.69969,4.86313
-4.72E-04,4.70187,4.87438
-4.72E-04,4.70219,4.87625
-4.72E-04,4.70063,4.86125
-4.72E-04,4.695,4.86594
-4.71E-04,4.7025,4.86438
-4.71E-04,4.69937,4.92063
-4.71E-04,4.69125,4.78813
-4.71E-04,4.69937,4.90156
-4.71E-04,4.68187,4.8525
-4.70E-04,4.70219,4.86813
-4.70E-04,4.70156,4.85469
-4.70E-04,4.70375,4.86656
-4.70E-04,4.70688,4.86469
-4.70E-04,4.69594,4.86781
-4.69E-04,4.69719,4.85625
-4.69E-04,4.6925,4.86656
-4.69E-04,4.70281,4.86188
-4.69E-04,4.69094,4.87344
-4.69E-04,4.69906,4.8625
-4.68E-04,4.69719,4.86906
-4.68E-04,4.70937,4.85313
-4.68E-04,4.71375,4.85938
-4.68E-04,4.7,4.87375
-4.68E-04,4.6975,4.8625
-4.67E-04,4.70219,4.86375
-4.67E-04,4.70875,4.855
-4.67E-04,4.6975,4.86031
-4.67E-04,4.69313,4.86688
-4.67E-04,4.69281,4.87375
-4.66E-04,4.68812,4.85719
-4.66E-04,4.7,4.85562
-4.66E-04,4.68344,4.8525
-4.66E-04,4.705,4.85375
-4.66E-04,4.68562,4.85344
-4.65E-04,4.6925,4.86281
-4.65E-04,4.70312,4.87594
-4.65E-04,4.69,4.81969
-4.65E-04,4.70719,4.9075
-4.65E-04,4.69406,4.86438
-4.64E-04,4.69781,4.86313
-4.64E-04,4.69437,4.86906
-4.64E-04,4.70281,4.865
-4.64E-04,4.69813,4.87031
-4.64E-04,4.69094,4.86563
-4.63E-04,4.69125,4.87125
-4.63E-04,4.69656,4.86094
-4.63E-04,4.69437,4.85656
-4.63E-04,4.68125,4.865
-4.63E-04,4.69781,4.87125
-4.62E-04,4.69344,4.85438
-4.62E-04,4.68375,4.85844
-4.62E-04,4.67313,4.85469
-4.62E-04,4.68625,4.8825
-4.62E-04,4.68125,4.84531
-4.61E-04,4.68656,4.84938
-4.61E-04,4.69969,4.86531
-4.61E-04,4.69156,4.84656
-4.61E-04,4.69656,4.85906
-4.61E-04,4.6875,4.86469
-4.60E-04,4.6925,4.86656
-4.60E-04,4.69844,4.87156
-4.60E-04,4.69219,4.855
-4.60E-04,4.68375,4.85594
-4.60E-04,4.69688,4.86719
-4.59E-04,4.69031,4.86406
-4.59E-04,4.69719,4.86313
-4.59E-04,4.69031,4.87156
-4.59E-04,4.70094,4.86688
-4.59E-04,4.70344,4.85906
-4.58E-04,4.70562,4.86438
-4.58E-04,4.69562,4.87344
-4.58E-04,4.68469,4.87375
-4.58E-04,4.68969,4.85906
-4.58E-04,4.6975,4.86063
-4.57E-04,4.69625,4.85438
-4.57E-04,4.68656,4.86625
-4.57E-04,4.69344,4.85844
-4.57E-04,4.68469,4.86188
-4.57E-04,4.695,4.86438
-4.56E-04,4.69406,4.86781
-4.56E-04,4.69688,4.87188
-4.56E-04,4.68344,4.86937
-4.56E-04,4.69688,4.85969
-4.56E-04,4.68219,4.82125
-4.55E-04,4.69594,4.90062
-4.55E-04,4.68938,4.86031
-4.55E-04,4.7,4.86625
-4.55E-04,4.69219,4.86625
-4.55E-04,4.70094,4.85813
-4.54E-04,4.69156,4.86656
-4.54E-04,4.70219,4.87219
-4.54E-04,4.695,4.86438
-4.54E-04,4.69625,4.8625
-4.54E-04,4.68719,4.86375
-4.53E-04,4.68656,4.86719
-4.53E-04,4.69281,4.86469
-4.53E-04,4.69469,4.86563
-4.53E-04,4.69656,4.865
-4.53E-04,4.69406,4.86281
-4.52E-04,4.70812,4.91438
-4.52E-04,4.69688,4.78531
-4.52E-04,4.69469,4.885
-4.52E-04,4.70094,4.85375
-4.52E-04,4.69,4.86656
-4.51E-04,4.71031,4.86531
-4.51E-04,4.69625,4.86813
-4.51E-04,4.69031,4.86438
-4.51E-04,4.70281,4.85906
-4.51E-04,4.70063,4.86375
-4.50E-04,4.70812,4.86781
-4.50E-04,4.69781,4.86375
-4.50E-04,4.70344,4.86656
-4.50E-04,4.70875,4.85688
-4.50E-04,4.69594,4.86937
-4.49E-04,4.69813,4.86781
-4.49E-04,4.70438,4.865
-4.49E-04,4.69656,4.86406
-4.49E-04,4.71031,4.86313
-4.49E-04,4.6925,4.86969
-4.48E-04,4.69969,4.86937
-4.48E-04,4.6975,4.85813
-4.48E-04,4.69625,4.85063
-4.48E-04,4.69313,4.8725
-4.48E-04,4.69375,4.85375
-4.47E-04,4.69062,4.88031
-4.47E-04,4.69844,4.86188
-4.47E-04,4.68688,4.865
-4.47E-04,4.6925,4.86031
-4.47E-04,4.70187,4.86031
-4.46E-04,4.6975,4.85281
-4.46E-04,4.68531,4.84219
-4.46E-04,4.69719,4.90437
-4.46E-04,4.70594,4.87125
-4.46E-04,4.69656,4.85438
-4.45E-04,4.69156,4.86281
-4.45E-04,4.70031,4.85438
-4.45E-04,4.69281,4.8525
-4.45E-04,4.69531,4.86063
-4.45E-04,4.695,4.8625
-4.44E-04,4.70156,4.86438
-4.44E-04,4.69656,4.86937
-4.44E-04,4.68969,4.86906
-4.44E-04,4.69844,4.86219
-4.44E-04,4.69469,4.86594
-4.43E-04,4.69813,4.86937
-4.43E-04,4.67938,4.97313
-4.43E-04,4.70781,4.72094
-4.43E-04,4.68906,4.89062
-4.43E-04,4.70094,4.85969
-4.42E-04,4.70375,4.85969
-4.42E-04,4.69125,4.86406
-4.42E-04,4.69625,4.85969
-4.42E-04,4.70312,4.86219
-4.42E-04,4.69094,4.87063
-4.41E-04,4.69406,4.85531
-4.41E-04,4.68844,4.86125
-4.41E-04,4.70125,4.85656
-4.41E-04,4.69656,4.85531
-4.41E-04,4.69125,4.86281
-4.40E-04,4.69406,4.86094
-4.40E-04,4.68969,4.87063
-4.40E-04,4.68344,4.86781
-4.40E-04,4.69844,4.84969
-4.40E-04,4.68812,4.86313
-4.39E-04,4.68781,4.86438
-4.39E-04,4.70344,4.86375
-4.39E-04,4.69719,4.86688
-4.39E-04,4.70063,4.8725
-4.39E-04,4.70281,4.85844
-4.38E-04,4.70719,4.86688
-4.38E-04,4.705,4.86094
-4.38E-04,4.7075,4.86406
-4.38E-04,4.69813,4.86063
-4.38E-04,4.68125,4.85938
-4.37E-04,4.69594,4.86063
-4.37E-04,4.68313,4.86094
-4.37E-04,4.70219,4.81031
-4.37E-04,4.69094,4.88687
-4.37E-04,4.70281,4.89969
-4.36E-04,4.69562,4.86219
-4.36E-04,4.69313,4.84938
-4.36E-04,4.69813,4.87312
-4.36E-04,4.69562,4.87594
-4.36E-04,4.69937,4.85438
-4.35E-04,4.68906,4.87344
-4.35E-04,4.69313,4.85063
-4.35E-04,4.69469,4.87438
-4.35E-04,4.69688,4.86906
-4.35E-04,4.68938,4.86688
-4.34E-04,4.695,4.86844
-4.34E-04,4.675,4.86625
-4.34E-04,4.7,4.86937
-4.34E-04,4.69688,4.93594
-4.34E-04,4.68656,4.76938
-4.33E-04,4.68656,4.9075
-4.33E-04,4.69719,4.83156
-4.33E-04,4.69281,4.865
-4.33E-04,4.68469,4.85031
-4.33E-04,4.69906,4.86469
-4.32E-04,4.68938,4.865
-4.32E-04,4.69844,4.85938
-4.32E-04,4.69062,4.86937
-4.32E-04,4.69656,4.86031
-4.32E-04,4.68531,4.86344
-4.31E-04,4.68969,4.87156
-4.31E-04,4.70625,4.86094
-4.31E-04,4.69656,4.86063
-4.31E-04,4.695,4.85469
-4.31E-04,4.70781,4.86281
-4.30E-04,4.69531,4.86406
-4.30E-04,4.6875,4.84406
-4.30E-04,4.69094,4.86375
-4.30E-04,4.69156,4.85813
-4.30E-04,4.68906,4.85031
-4.29E-04,4.69844,4.86375
-4.29E-04,4.69156,4.85188
-4.29E-04,4.68719,4.85656
-4.29E-04,4.69031,4.87031
-4.29E-04,4.69625,4.8675
-4.28E-04,4.69,4.87281
-4.28E-04,4.6875,4.85875
-4.28E-04,4.68625,4.86094
-4.28E-04,4.69375,4.86063
-4.28E-04,4.68656,4.86531
-4.27E-04,4.68313,4.8175
-4.27E-04,4.69094,4.91031
-4.27E-04,4.69937,4.87219
-4.27E-04,4.69875,4.85625
-4.27E-04,4.69906,4.86094
-4.26E-04,4.69313,4.85656
-4.26E-04,4.69344,4.87125
-4.26E-04,4.68906,4.86
-4.26E-04,4.68031,4.86156
-4.26E-04,4.68875,4.86125
-4.25E-04,4.69531,4.85156
-4.25E-04,4.69375,4.86688
-4.25E-04,4.70125,4.87063
-4.25E-04,4.69,4.86781
-4.25E-04,4.70469,4.86719
-4.24E-04,4.69844,4.87188
-4.24E-04,4.69781,4.90031
-4.24E-04,4.70531,4.84438
-4.24E-04,4.68906,4.86563
-4.24E-04,4.69656,4.87688
-4.23E-04,4.68812,4.845
-4.23E-04,4.70125,4.87125
-4.23E-04,4.69469,4.86031
-4.23E-04,4.69625,4.86594
-4.23E-04,4.68688,4.86375
-4.22E-04,4.70312,4.86375
-4.22E-04,4.68688,4.85813
-4.22E-04,4.70344,4.86156
-4.22E-04,4.69,4.86406
-4.22E-04,4.69969,4.8625
-4.21E-04,4.69688,4.85531
-4.21E-04,4.69625,4.85906
-4.21E-04,4.69469,4.87125
-4.21E-04,4.69937,4.84781
-4.21E-04,4.68938,4.86281
-4.20E-04,4.69531,4.85156
-4.20E-04,4.6975,4.85844
-4.20E-04,4.70094,4.86469
-4.20E-04,4.69219,4.85844
-4.20E-04,4.70312,4.85938
-4.19E-04,4.69781,4.85656
-4.19E-04,4.69375,4.86188
-4.19E-04,4.70063,4.86313
-4.19E-04,4.70406,4.85906
-4.19E-04,4.68781,4.85938
-4.18E-04,4.69844,4.86594
-4.18E-04,4.70312,4.86844
-4.18E-04,4.70281,4.85781
-4.18E-04,4.69094,4.82781
-4.18E-04,4.70281,4.90813
-4.17E-04,4.70719,4.86781
-4.17E-04,4.7,4.86313
-4.17E-04,4.68625,4.86125
-4.17E-04,4.70094,4.865
-4.17E-04,4.69594,4.86344
-4.16E-04,4.69062,4.86656
-4.16E-04,4.69,4.86219
-4.16E-04,4.68812,4.855
-4.16E-04,4.69156,4.85469
-4.16E-04,4.70312,4.86219
-4.15E-04,4.69437,4.86313
-4.15E-04,4.69375,4.86469
-4.15E-04,4.6925,4.86656
-4.15E-04,4.69625,4.8825
-4.15E-04,4.71063,4.86906
-4.14E-04,4.67969,4.82469
-4.14E-04,4.68969,4.87469
-4.14E-04,4.69375,4.8475
-4.14E-04,4.68219,4.87
-4.14E-04,4.68781,4.85875
-4.13E-04,4.69062,4.8725
-4.13E-04,4.70187,4.86156
-4.13E-04,4.69656,4.8575
-4.13E-04,4.70312,4.85969
-4.13E-04,4.69688,4.85719
-4.12E-04,4.69062,4.86375
-4.12E-04,4.69656,4.85375
-4.12E-04,4.69688,4.85562
-4.12E-04,4.69531,4.865
-4.12E-04,4.69625,4.86625
-4.11E-04,4.69562,4.86313
-4.11E-04,4.69594,4.85875
-4.11E-04,4.69219,4.85844
-4.11E-04,4.69031,4.8625
-4.11E-04,4.68344,4.85438
-4.10E-04,4.68625,4.86625
-4.10E-04,4.70375,4.86
-4.10E-04,4.70719,4.87125
-4.10E-04,4.68969,4.87563
-4.10E-04,4.69156,4.86094
-4.09E-04,4.68781,4.865
-4.09E-04,4.68344,4.86344
-4.09E-04,4.68906,4.85375
-4.09E-04,4.68469,4.86531
-4.09E-04,4.68875,4.85688
-4.08E-04,4.68438,4.85188
-4.08E-04,4.69219,4.83375
-4.08E-04,4.69906,4.88938
-4.08E-04,4.70125,4.875
-4.08E-04,4.69719,4.85562
-4.07E-04,4.69562,4.86594
-4.07E-04,4.69156,4.86063
-4.07E-04,4.68906,4.85375
-4.07E-04,4.70156,4.85406
-4.07E-04,4.7025,4.86688
-4.06E-04,4.70438,4.85719
-4.06E-04,4.7,4.86469
-4.06E-04,4.69656,4.86906
-4.06E-04,4.68781,4.86031
-4.06E-04,4.70094,4.87469
-4.05E-04,4.69906,4.85844
-4.05E-04,4.70469,4.88687
-4.05E-04,4.69313,4.82156
-4.05E-04,4.69406,4.89875
-4.05E-04,4.68938,4.84531
-4.04E-04,4.71,4.87563
-4.04E-04,4.70156,4.85406
-4.04E-04,4.6925,4.86
-4.04E-04,4.69562,4.85875
-4.04E-04,4.69688,4.86281
-4.03E-04,4.69625,4.85969
-4.03E-04,4.69156,4.87094
-4.03E-04,4.69313,4.85625
-4.03E-04,4.70031,4.86688
-4.03E-04,4.68875,4.86219
-4.02E-04,4.69781,4.87
-4.02E-04,4.69531,4.86188
-4.02E-04,4.69281,4.86906
-4.02E-04,4.68812,4.86094
-4.02E-04,4.68719,4.86813
-4.01E-04,4.67469,4.86438
-4.01E-04,4.68875,4.86344
-4.01E-04,4.68094,4.86781
-4.01E-04,4.68969,4.86438
-4.01E-04,4.69344,4.86125
-4.00E-04,4.69625,4.86656
-4.00E-04,4.69781,4.86594
-4.00E-04,4.69281,4.85688
-4.00E-04,4.68625,4.86219
-4.00E-04,4.69406,4.87312
-3.99E-04,4.70063,4.85344
-3.99E-04,4.68906,4.8625
-3.99E-04,4.69688,4.85906
-3.99E-04,4.69906,4.85813
-3.99E-04,4.69125,4.83938
-3.98E-04,4.69562,4.88094
-3.98E-04,4.695,4.85094
-3.98E-04,4.695,4.84813
-3.98E-04,4.6925,4.86281
-3.98E-04,4.68688,4.87156
-3.97E-04,4.69156,4.87312
-3.97E-04,4.69906,4.86594
-3.97E-04,4.695,4.8475
-3.97E-04,4.69875,4.86313
-3.97E-04,4.70281,4.86219
-3.96E-04,4.69469,4.85844
-3.96E-04,4.68531,4.85125
-3.96E-04,4.6975,4.86531
-3.96E-04,4.68781,4.86031
-3.96E-04,4.69281,4.79781
-3.95E-04,4.69313,4.96938
-3.95E-04,4.69875,4.81125
-3.95E-04,4.67938,4.87156
-3.95E-04,4.69344,4.85875
-3.95E-04,4.68562,4.86438
-3.94E-04,4.69156,4.86937
-3.94E-04,4.68281,4.86906
-3.94E-04,4.68562,4.86
-3.94E-04,4.695,4.86313
-3.94E-04,4.68875,4.87156
-3.93E-04,4.68875,4.85625
-3.93E-04,4.69406,4.88625
-3.93E-04,4.68656,4.8725
-3.93E-04,4.69344,4.87281
-3.93E-04,4.69594,4.86156
-3.92E-04,4.67969,4.86813
-3.92E-04,4.67719,4.86094
-3.92E-04,4.68688,4.86406
-3.92E-04,4.69313,4.8625
-3.92E-04,4.69969,4.85969
-3.91E-04,4.69281,4.85906
-3.91E-04,4.69562,4.86281
-3.91E-04,4.69688,4.86625
-3.91E-04,4.69656,4.86469
-3.91E-04,4.70594,4.86937
-3.90E-04,4.69094,4.86531
-3.90E-04,4.68187,4.86688
-3.90E-04,4.68844,4.86438
-3.90E-04,4.69531,4.8625
-3.90E-04,4.68844,4.86188
-3.89E-04,4.69531,4.85438
-3.89E-04,4.6925,4.855
-3.89E-04,4.69031,4.85188
-3.89E-04,4.69656,4.89031
-3.89E-04,4.695,4.85688
-3.88E-04,4.68156,4.85656
-3.88E-04,4.69031,4.85813
-3.88E-04,4.69969,4.86219
-3.88E-04,4.69469,4.85406
-3.88E-04,4.69437,4.87
-3.87E-04,4.69625,4.86813
-3.87E-04,4.68375,4.86969
-3.87E-04,4.70063,4.86063
-3.87E-04,4.69313,4.86719
-3.87E-04,4.68625,4.86813
-3.86E-04,4.68938,4.85656
-3.86E-04,4.69375,4.86313
-3.86E-04,4.69906,4.95312
-3.86E-04,4.69844,4.74938
-3.86E-04,4.69844,4.88875
-3.85E-04,4.70406,4.85844
-3.85E-04,4.70156,4.85906
-3.85E-04,4.68531,4.865
-3.85E-04,4.69906,4.86281
-3.85E-04,4.68281,4.85406
-3.84E-04,4.68469,4.86281
-3.84E-04,4.68906,4.86406
-3.84E-04,4.69062,4.86469
-3.84E-04,4.68094,4.87031
-3.84E-04,4.68688,4.86469
-3.83E-04,4.69406,4.85406
-3.83E-04,4.69281,4.85656
-3.83E-04,4.68344,4.86719
-3.83E-04,4.68719,4.85625
-3.83E-04,4.69062,4.86219
-3.82E-04,4.6875,4.86219
-3.82E-04,4.70375,4.85688
-3.82E-04,4.6925,4.85688
-3.82E-04,4.69688,4.85781
-3.82E-04,4.68969,4.84781
-3.81E-04,4.68969,4.86406
-3.81E-04,4.70187,4.85875
-3.81E-04,4.69875,4.85344
-3.81E-04,4.70156,4.86594
-3.81E-04,4.70312,4.85688
-3.80E-04,4.68688,4.86156
-3.80E-04,4.69344,4.85656
-3.80E-04,4.67906,4.85438
-3.80E-04,4.685,4.85719
-3.80E-04,4.69688,4.81719
-3.79E-04,4.68656,4.89969
-3.79E-04,4.69219,4.88031
-3.79E-04,4.68219,4.86563
-3.79E-04,4.70063,4.8625
-3.79E-04,4.69844,4.86625
-3.78E-04,4.69937,4.85438
-3.78E-04,4.69969,4.85375
-3.78E-04,4.70156,4.86344
-3.78E-04,4.69437,4.86125
-3.78E-04,4.7025,4.86344
-3.77E-04,4.69062,4.86281
-3.77E-04,4.71469,4.85906
-3.77E-04,4.69469,4.86406
-3.77E-04,4.71469,4.85344
-3.77E-04,4.69406,4.9775
-3.76E-04,4.70531,4.72563
-3.76E-04,4.69531,4.89688
-3.76E-04,4.70156,4.86813
-3.76E-04,4.69906,4.84688
-3.76E-04,4.70031,4.87188
-3.75E-04,4.69844,4.85781
-3.75E-04,4.69937,4.865
-3.75E-04,4.69656,4.86094
-3.75E-04,4.69781,4.86281
-3.75E-04,4.7,4.86063
-3.74E-04,4.69406,4.86313
-3.74E-04,4.7,4.86063
-3.74E-04,4.68625,4.86344
-3.74E-04,4.69281,4.86094
-3.74E-04,4.69813,4.85469
-3.73E-04,4.69813,4.86063
-3.73E-04,4.7025,4.85188
-3.73E-04,4.69219,4.86188
-3.73E-04,4.6925,4.86219
-3.73E-04,4.69062,4.86656
-3.72E-04,4.70219,4.8575
-3.72E-04,4.69219,4.86844
-3.72E-04,4.69375,4.86625
-3.72E-04,4.68719,4.85094
-3.72E-04,4.69031,4.85469
-3.71E-04,4.69031,4.86188
-3.71E-04,4.69844,4.85719
-3.71E-04,4.69625,4.86156
-3.71E-04,4.70312,4.87063
-3.71E-04,4.68969,4.86906
-3.70E-04,4.69719,4.85562
-3.70E-04,4.68063,4.86937
-3.70E-04,4.7025,4.80938
-3.70E-04,4.68875,4.90625
-3.70E-04,4.69562,4.89219
-3.69E-04,4.69344,4.87594
-3.69E-04,4.70937,4.87125
-3.69E-04,4.70875,4.87594
-3.69E-04,4.70531,4.86281
-3.69E-04,4.70063,4.86469
-3.68E-04,4.70312,4.85938
-3.68E-04,4.70281,4.86563
-3.68E-04,4.68938,4.85813
-3.68E-04,4.70438,4.85813
-3.68E-04,4.70094,4.855
-3.67E-04,4.69437,4.85875
-3.67E-04,4.69906,4.86937
-3.67E-04,4.70906,4.97563
-3.67E-04,4.68313,4.69375
-3.67E-04,4.70438,4.9325
-3.66E-04,4.69844,4.85969
-3.66E-04,4.70187,4.86063
-3.66E-04,4.69437,4.87031
-3.66E-04,4.69375,4.87875
-3.66E-04,4.69031,4.88063
-3.65E-04,4.69969,4.86
-3.65E-04,4.68313,4.87125
-3.65E-04,4.68906,4.87281
-3.65E-04,4.695,4.87
-3.65E-04,4.7,4.8525
-3.64E-04,4.69094,4.87375
-3.64E-04,4.69031,4.85562
-3.64E-04,4.69344,4.85781
-3.64E-04,4.70375,4.86688
-3.64E-04,4.70031,4.86313
-3.63E-04,4.69906,4.86719
-3.63E-04,4.7,4.85719
-3.63E-04,4.69469,4.87094
-3.63E-04,4.69406,4.86094
-3.63E-04,4.70344,4.88656
-3.62E-04,4.70156,4.87625
-3.62E-04,4.70375,4.86969
-3.62E-04,4.70187,4.86594
-3.62E-04,4.69875,4.87375
-3.62E-04,4.71438,4.86813
-3.61E-04,4.69688,4.87969
-3.61E-04,4.6975,4.86375
-3.61E-04,4.69375,4.85844
-3.61E-04,4.70125,4.87125
-3.61E-04,4.69969,4.85781
-3.60E-04,4.69125,4.80906
-3.60E-04,4.685,4.89531
-3.60E-04,4.69937,4.86844
-3.60E-04,4.69906,4.86
-3.60E-04,4.69094,4.86219
-3.59E-04,4.69875,4.87813
-3.59E-04,4.69562,4.87188
-3.59E-04,4.70375,4.865
-3.59E-04,4.70031,4.865
-3.59E-04,4.69844,4.86281
-3.58E-04,4.69156,4.86125
-3.58E-04,4.69406,4.87281
-3.58E-04,4.70219,4.86313
-3.58E-04,4.69719,4.86313
-3.58E-04,4.68875,4.85719
-3.57E-04,4.69437,4.87969
-3.57E-04,4.685,4.85031
-3.57E-04,4.69906,4.87344
-3.57E-04,4.70219,4.83688
-3.57E-04,4.69688,4.88406
-3.56E-04,4.69781,4.85969
-3.56E-04,4.70187,4.87312
-3.56E-04,4.69406,4.87188
-3.56E-04,4.69875,4.86094
-3.56E-04,4.70312,4.87156
-3.55E-04,4.69906,4.85719
-3.55E-04,4.70312,4.87344
-3.55E-04,4.69344,4.85875
-3.55E-04,4.69781,4.8575
-3.55E-04,4.69156,4.86313
-3.54E-04,4.70562,4.86219
-3.54E-04,4.70875,4.86125
-3.54E-04,4.68812,4.86813
-3.54E-04,4.69531,4.87906
-3.54E-04,4.69125,4.865
-3.53E-04,4.70937,4.86531
-3.53E-04,4.69688,4.87344
-3.53E-04,4.69313,4.85906
-3.53E-04,4.68594,4.86125
-3.53E-04,4.68875,4.87781
-3.52E-04,4.68812,4.8675
-3.52E-04,4.69875,4.86906
-3.52E-04,4.69625,4.85656
-3.52E-04,4.695,4.86063
-3.52E-04,4.70562,4.84469
-3.51E-04,4.69625,4.86969
-3.51E-04,4.69844,4.85562
-3.51E-04,4.69875,4.83719
-3.51E-04,4.68688,4.89188
-3.51E-04,4.70656,4.88781
-3.50E-04,4.705,4.85781
-3.50E-04,4.695,4.86656
-3.50E-04,4.70312,4.85375
-3.50E-04,4.70625,4.85844
-3.50E-04,4.69875,4.85656
-3.49E-04,4.69781,4.8625
-3.49E-04,4.69469,4.85344
-3.49E-04,4.69969,4.86906
-3.49E-04,4.69937,4.86063
-3.49E-04,4.69906,4.86406
-3.48E-04,4.68344,4.86969
-3.48E-04,4.69219,4.85125
-3.48E-04,4.7075,4.85938
-3.48E-04,4.70406,4.9175
-3.48E-04,4.68938,4.78969
-3.47E-04,4.68656,4.88469
-3.47E-04,4.705,4.845
-3.47E-04,4.70438,4.875
-3.47E-04,4.69844,4.86156
-3.47E-04,4.69281,4.85688
